date,sector,sentiment,coverage,headline_count,lagged_sentiment,sentiment_0_100
2020-03-05,Comm,0.181035,1.0,10,0.10109666666666665,59.051750000000006
2020-03-06,Comm,0.027944999999999998,0.4,6,0.181035,51.39724999999999
2020-03-09,Comm,-0.010929999999999995,0.8,16,0.027944999999999998,49.4535
2020-03-10,Comm,-0.044323999999999995,1.0,18,-0.010929999999999995,47.7838
2020-03-11,Comm,0.022200000000000008,0.8,9,-0.044323999999999995,51.11
2020-03-12,Comm,-0.004151999999999994,0.6,12,0.022200000000000008,49.7924
2020-03-13,Comm,0.07825299999999999,0.6,16,-0.004151999999999994,53.91264999999999
2020-03-16,Comm,-0.012311333333333344,0.8,28,0.07825299999999999,49.384433333333334
2020-03-17,Comm,0.051866,0.8,17,-0.012311333333333344,52.5933
2020-03-18,Comm,-0.02648399999999999,0.8,11,0.051866,48.6758
2020-03-19,Comm,0.03651833333333333,1.0,14,-0.02648399999999999,51.82591666666667
2020-03-20,Comm,0.013975000000000001,0.6,6,0.03651833333333333,50.698750000000004
2020-03-23,Comm,0.16331284415584416,1.0,28,0.013975000000000001,58.16564220779221
2020-03-24,Comm,0.1751407619047619,0.8,18,0.16331284415584416,58.75703809523809
2020-03-25,Comm,0.17759866666666665,1.0,15,0.1751407619047619,58.879933333333334
2020-03-26,Comm,0.12920166666666666,1.0,13,0.17759866666666665,56.46008333333333
2020-03-27,Comm,0.11372933333333335,0.6,11,0.12920166666666666,55.68646666666667
2020-03-30,Comm,0.183099,0.8,15,0.11372933333333335,59.15494999999999
2020-03-31,Comm,0.12033333333333333,0.6,6,0.183099,56.01666666666667
